序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期后区开奖号,是否正确,正确的球,正确率
1262,26024,最新一期两球组合,20,最后1名,1 10 11,26025,3 7,否,,0%
1263,26024,倒数2期两球组合,20,第1名,4,26025,3 7,否,,0%
1264,26024,倒数2期两球组合,20,最后1名,2,26025,3 7,否,,0%
1265,26024,倒数3期两球组合,20,第1名,7,26025,3 7,是,7,100.0%
1266,26024,倒数3期两球组合,20,最后1名,1 2,26025,3 7,否,,0%
1267,26024,倒数4期两球组合,20,第1名,4 5,26025,3 7,否,,0%
1268,26024,倒数4期两球组合,20,最后1名,1 12,26025,3 7,否,,0%
1269,26024,倒数5期两球组合,20,第1名,9,26025,3 7,否,,0%
1270,26024,倒数5期两球组合,20,最后1名,3,26025,3 7,是,3,100.0%
1271,26024,最新一期两球组合,10,第1名,9,26025,3 7,否,,0%
1272,26024,最新一期两球组合,10,最后1名,2 6 11,26025,3 7,否,,0%
1273,26024,倒数2期两球组合,10,第1名,6,26025,3 7,否,,0%
1274,26024,倒数2期两球组合,10,最后1名,2 5 7 9 11 12,26025,3 7,是,7,16.7%
1275,26024,倒数3期两球组合,10,第1名,8,26025,3 7,否,,0%
1276,26024,倒数3期两球组合,10,最后1名,1 6 9 10,26025,3 7,否,,0%
1277,26024,倒数4期两球组合,10,第1名,9,26025,3 7,否,,0%
1278,26024,倒数4期两球组合,10,最后1名,1,26025,3 7,否,,0%
1279,26024,倒数5期两球组合,10,第1名,4,26025,3 7,否,,0%
1280,26024,倒数5期两球组合,10,最后1名,2,26025,3 7,否,,0%
1281,26023,最新一期两球组合,50,第1名,2 10,26024,9 12,否,,0%
1282,26023,最新一期两球组合,50,最后1名,1,26024,9 12,否,,0%
1283,26023,倒数2期两球组合,50,第1名,6,26024,9 12,否,,0%
1284,26023,倒数2期两球组合,50,最后1名,8,26024,9 12,否,,0%
1285,26023,倒数3期两球组合,50,第1名,5 7,26024,9 12,否,,0%
1286,26023,倒数3期两球组合,50,最后1名,2 12,26024,9 12,是,12,50.0%
1287,26023,倒数4期两球组合,50,第1名,11,26024,9 12,否,,0%
1288,26023,倒数4期两球组合,50,最后1名,4,26024,9 12,否,,0%
1289,26023,倒数5期两球组合,50,第1名,6,26024,9 12,否,,0%
1290,26023,倒数5期两球组合,50,最后1名,1 7,26024,9 12,否,,0%
1291,26023,最新一期两球组合,30,第1名,2,26024,9 12,否,,0%
1292,26023,最新一期两球组合,30,最后1名,3,26024,9 12,否,,0%
1293,26023,倒数2期两球组合,30,第1名,1 6 7,26024,9 12,否,,0%
1294,26023,倒数2期两球组合,30,最后1名,12,26024,9 12,是,12,100.0%
1295,26023,倒数3期两球组合,30,第1名,5,26024,9 12,否,,0%
1296,26023,倒数3期两球组合,30,最后1名,4,26024,9 12,否,,0%
1297,26023,倒数4期两球组合,30,第1名,1,26024,9 12,否,,0%
1298,26023,倒数4期两球组合,30,最后1名,6,26024,9 12,否,,0%
1299,26023,倒数5期两球组合,30,第1名,6,26024,9 12,否,,0%
1300,26023,倒数5期两球组合,30,最后1名,5,26024,9 12,否,,0%
1301,26023,最新一期两球组合,20,第1名,12,26024,9 12,是,12,100.0%
1302,26023,最新一期两球组合,20,最后1名,5 9,26024,9 12,是,9,50.0%
1303,26023,倒数2期两球组合,20,第1名,7 8,26024,9 12,否,,0%
1304,26023,倒数2期两球组合,20,最后1名,3 11,26024,9 12,否,,0%
1305,26023,倒数3期两球组合,20,第1名,5,26024,9 12,否,,0%
1306,26023,倒数3期两球组合,20,最后1名,4,26024,9 12,否,,0%
1307,26023,倒数4期两球组合,20,第1名,10,26024,9 12,否,,0%
1308,26023,倒数4期两球组合,20,最后1名,4,26024,9 12,否,,0%
1309,26023,倒数5期两球组合,20,第1名,3 6,26024,9 12,否,,0%
1310,26023,倒数5期两球组合,20,最后1名,5,26024,9 12,否,,0%
1311,26023,最新一期两球组合,10,第1名,10,26024,9 12,否,,0%
1312,26023,最新一期两球组合,10,最后1名,5 9,26024,9 12,是,9,50.0%
1313,26023,倒数2期两球组合,10,第1名,1 6 12,26024,9 12,是,12,33.3%
1314,26023,倒数2期两球组合,10,最后1名,11,26024,9 12,否,,0%
1315,26023,倒数3期两球组合,10,第1名,3 11,26024,9 12,否,,0%
1316,26023,倒数3期两球组合,10,最后1名,9,26024,9 12,是,9,100.0%
1317,26023,倒数4期两球组合,10,第1名,5,26024,9 12,否,,0%
1318,26023,倒数4期两球组合,10,最后1名,4 6 8,26024,9 12,否,,0%
1319,26023,倒数5期两球组合,10,第1名,8,26024,9 12,否,,0%
1320,26023,倒数5期两球组合,10,最后1名,5,26024,9 12,否,,0%
1321,26022,最新一期两球组合,50,第1名,6,26023,8 1,否,,0%
1322,26022,最新一期两球组合,50,最后1名,1 8,26023,8 1,是,1 8,100.0%
1323,26022,倒数2期两球组合,50,第1名,5,26023,8 1,否,,0%
1324,26022,倒数2期两球组合,50,最后1名,1 3,26023,8 1,是,1,50.0%
1325,26022,倒数3期两球组合,50,第1名,7,26023,8 1,否,,0%
1326,26022,倒数3期两球组合,50,最后1名,1,26023,8 1,是,1,100.0%
1327,26022,倒数4期两球组合,50,第1名,9,26023,8 1,否,,0%
1328,26022,倒数4期两球组合,50,最后1名,10,26023,8 1,否,,0%
1329,26022,倒数5期两球组合,50,第1名,12,26023,8 1,否,,0%
1330,26022,倒数5期两球组合,50,最后1名,11,26023,8 1,否,,0%
1331,26022,最新一期两球组合,30,第1名,3,26023,8 1,否,,0%
1332,26022,最新一期两球组合,30,最后1名,11,26023,8 1,否,,0%
1333,26022,倒数2期两球组合,30,第1名,12,26023,8 1,否,,0%
1334,26022,倒数2期两球组合,30,最后1名,1,26023,8 1,是,1,100.0%
1335,26022,倒数3期两球组合,30,第1名,4,26023,8 1,否,,0%
1336,26022,倒数3期两球组合,30,最后1名,3,26023,8 1,否,,0%
1337,26022,倒数4期两球组合,30,第1名,11,26023,8 1,否,,0%
1338,26022,倒数4期两球组合,30,最后1名,1 4 6 8,26023,8 1,是,1 8,50.0%
1339,26022,倒数5期两球组合,30,第1名,9,26023,8 1,否,,0%
1340,26022,倒数5期两球组合,30,最后1名,3,26023,8 1,否,,0%
1341,26022,最新一期两球组合,20,第1名,6,26023,8 1,否,,0%
1342,26022,最新一期两球组合,20,最后1名,1 2 4 12,26023,8 1,是,1,25.0%
1343,26022,倒数2期两球组合,20,第1名,4,26023,8 1,否,,0%
1344,26022,倒数2期两球组合,20,最后1名,1,26023,8 1,是,1,100.0%
1345,26022,倒数3期两球组合,20,第1名,12,26023,8 1,否,,0%
1346,26022,倒数3期两球组合,20,最后1名,6 8,26023,8 1,是,8,50.0%
1347,26022,倒数4期两球组合,20,第1名,11,26023,8 1,否,,0%
1348,26022,倒数4期两球组合,20,最后1名,9,26023,8 1,否,,0%
1349,26022,倒数5期两球组合,20,第1名,9,26023,8 1,否,,0%
1350,26022,倒数5期两球组合,20,最后1名,3,26023,8 1,否,,0%
1351,26022,最新一期两球组合,10,第1名,3 8,26023,8 1,是,8,50.0%
1352,26022,最新一期两球组合,10,最后1名,2,26023,8 1,否,,0%
1353,26022,倒数2期两球组合,10,第1名,4 12,26023,8 1,否,,0%
1354,26022,倒数2期两球组合,10,最后1名,1 2 7 8,26023,8 1,是,1 8,50.0%
1355,26022,倒数3期两球组合,10,第1名,7,26023,8 1,否,,0%
1356,26022,倒数3期两球组合,10,最后1名,1 8,26023,8 1,是,1 8,100.0%
1357,26022,倒数4期两球组合,10,第1名,3,26023,8 1,否,,0%
1358,26022,倒数4期两球组合,10,最后1名,8,26023,8 1,是,8,100.0%
1359,26022,倒数5期两球组合,10,第1名,6,26023,8 1,否,,0%
1360,26022,倒数5期两球组合,10,最后1名,1 3,26023,8 1,是,1,50.0%
1361,26021,最新一期两球组合,50,第1名,6,26022,5 6,是,6,100.0%
1362,26021,最新一期两球组合,50,最后1名,1,26022,5 6,否,,0%
1363,26021,倒数2期两球组合,50,第1名,5,26022,5 6,是,5,100.0%
1364,26021,倒数2期两球组合,50,最后1名,4,26022,5 6,否,,0%
1365,26021,倒数3期两球组合,50,第1名,10,26022,5 6,否,,0%
1366,26021,倒数3期两球组合,50,最后1名,5 6 7 11,26022,5 6,是,5 6,50.0%
1367,26021,倒数4期两球组合,50,第1名,10,26022,5 6,否,,0%
1368,26021,倒数4期两球组合,50,最后1名,2,26022,5 6,否,,0%
1369,26021,倒数5期两球组合,50,第1名,3,26022,5 6,否,,0%
1370,26021,倒数5期两球组合,50,最后1名,4 8,26022,5 6,否,,0%
1371,26021,最新一期两球组合,30,第1名,10,26022,5 6,否,,0%
1372,26021,最新一期两球组合,30,最后1名,3 6,26022,5 6,是,6,50.0%
1373,26021,倒数2期两球组合,30,第1名,3,26022,5 6,否,,0%
1374,26021,倒数2期两球组合,30,最后1名,12,26022,5 6,否,,0%
1375,26021,倒数3期两球组合,30,第1名,12,26022,5 6,否,,0%
1376,26021,倒数3期两球组合,30,最后1名,3 11,26022,5 6,否,,0%
1377,26021,倒数4期两球组合,30,第1名,7,26022,5 6,否,,0%
1378,26021,倒数4期两球组合,30,最后1名,1,26022,5 6,否,,0%
1379,26021,倒数5期两球组合,30,第1名,5,26022,5 6,是,5,100.0%
1380,26021,倒数5期两球组合,30,最后1名,4,26022,5 6,否,,0%
1381,26021,最新一期两球组合,20,第1名,10,26022,5 6,否,,0%
1382,26021,最新一期两球组合,20,最后1名,1 8 9,26022,5 6,否,,0%
1383,26021,倒数2期两球组合,20,第1名,3,26022,5 6,否,,0%
1384,26021,倒数2期两球组合,20,最后1名,4,26022,5 6,否,,0%
1385,26021,倒数3期两球组合,20,第1名,12,26022,5 6,否,,0%
1386,26021,倒数3期两球组合,20,最后1名,3,26022,5 6,否,,0%
1387,26021,倒数4期两球组合,20,第1名,7,26022,5 6,否,,0%
1388,26021,倒数4期两球组合,20,最后1名,2 8 10,26022,5 6,否,,0%
1389,26021,倒数5期两球组合,20,第1名,2,26022,5 6,否,,0%
1390,26021,倒数5期两球组合,20,最后1名,4,26022,5 6,否,,0%
1391,26021,最新一期两球组合,10,第1名,10,26022,5 6,否,,0%
1392,26021,最新一期两球组合,10,最后1名,8,26022,5 6,否,,0%
1393,26021,倒数2期两球组合,10,第1名,5,26022,5 6,是,5,100.0%
1394,26021,倒数2期两球组合,10,最后1名,9,26022,5 6,否,,0%
1395,26021,倒数3期两球组合,10,第1名,10,26022,5 6,否,,0%
1396,26021,倒数3期两球组合,10,最后1名,3 7,26022,5 6,否,,0%
1397,26021,倒数4期两球组合,10,第1名,5,26022,5 6,是,5,100.0%
1398,26021,倒数4期两球组合,10,最后1名,2,26022,5 6,否,,0%
1399,26021,倒数5期两球组合,10,第1名,10,26022,5 6,否,,0%
1400,26021,倒数5期两球组合,10,最后1名,4 7,26022,5 6,否,,0%
1401,26020,最新一期两球组合,50,第1名,2 9,26021,5 4,否,,0%
1402,26020,最新一期两球组合,50,最后1名,12,26021,5 4,否,,0%
1403,26020,倒数2期两球组合,50,第1名,5,26021,5 4,是,5,100.0%
1404,26020,倒数2期两球组合,50,最后1名,12,26021,5 4,否,,0%
1405,26020,倒数3期两球组合,50,第1名,6,26021,5 4,否,,0%
1406,26020,倒数3期两球组合,50,最后1名,5 9 11,26021,5 4,是,5,33.3%
1407,26020,倒数4期两球组合,50,第1名,1,26021,5 4,否,,0%
1408,26020,倒数4期两球组合,50,最后1名,8 11,26021,5 4,否,,0%
1409,26020,倒数5期两球组合,50,第1名,4,26021,5 4,是,4,100.0%
1410,26020,倒数5期两球组合,50,最后1名,8,26021,5 4,否,,0%
1411,26020,最新一期两球组合,30,第1名,8,26021,5 4,否,,0%
1412,26020,最新一期两球组合,30,最后1名,1 4,26021,5 4,是,4,50.0%
1413,26020,倒数2期两球组合,30,第1名,5,26021,5 4,是,5,100.0%
1414,26020,倒数2期两球组合,30,最后1名,8,26021,5 4,否,,0%
1415,26020,倒数3期两球组合,30,第1名,7,26021,5 4,否,,0%
1416,26020,倒数3期两球组合,30,最后1名,1 3 11 12,26021,5 4,否,,0%
1417,26020,倒数4期两球组合,30,第1名,8,26021,5 4,否,,0%
1418,26020,倒数4期两球组合,30,最后1名,11,26021,5 4,否,,0%
1419,26020,倒数5期两球组合,30,第1名,5,26021,5 4,是,5,100.0%
1420,26020,倒数5期两球组合,30,最后1名,1 7,26021,5 4,否,,0%
1421,26020,最新一期两球组合,20,第1名,8,26021,5 4,否,,0%
1422,26020,最新一期两球组合,20,最后1名,6,26021,5 4,否,,0%
1423,26020,倒数2期两球组合,20,第1名,5,26021,5 4,是,5,100.0%
1424,26020,倒数2期两球组合,20,最后1名,1,26021,5 4,否,,0%
1425,26020,倒数3期两球组合,20,第1名,10,26021,5 4,否,,0%
1426,26020,倒数3期两球组合,20,最后1名,12,26021,5 4,否,,0%
1427,26020,倒数4期两球组合,20,第1名,1,26021,5 4,否,,0%
1428,26020,倒数4期两球组合,20,最后1名,7 8 11,26021,5 4,否,,0%
1429,26020,倒数5期两球组合,20,第1名,7,26021,5 4,否,,0%
1430,26020,倒数5期两球组合,20,最后1名,1 8,26021,5 4,否,,0%
1431,26020,最新一期两球组合,10,第1名,4,26021,5 4,是,4,100.0%
1432,26020,最新一期两球组合,10,最后1名,2 5,26021,5 4,是,5,50.0%
1433,26020,倒数2期两球组合,10,第1名,5,26021,5 4,是,5,100.0%
1434,26020,倒数2期两球组合,10,最后1名,2,26021,5 4,否,,0%
1435,26020,倒数3期两球组合,10,第1名,7,26021,5 4,否,,0%
1436,26020,倒数3期两球组合,10,最后1名,3 12,26021,5 4,否,,0%
1437,26020,倒数4期两球组合,10,第1名,1 2 4,26021,5 4,是,4,33.3%
1438,26020,倒数4期两球组合,10,最后1名,5 7,26021,5 4,是,5,50.0%
1439,26020,倒数5期两球组合,10,第1名,12,26021,5 4,否,,0%
1440,26020,倒数5期两球组合,10,最后1名,3 8,26021,5 4,否,,0%
1441,26019,最新一期两球组合,50,第1名,8,26020,10 12,否,,0%
1442,26019,最新一期两球组合,50,最后1名,3,26020,10 12,否,,0%
1443,26019,倒数2期两球组合,50,第1名,8,26020,10 12,否,,0%
1444,26019,倒数2期两球组合,50,最后1名,9,26020,10 12,否,,0%
1445,26019,倒数3期两球组合,50,第1名,2,26020,10 12,否,,0%
1446,26019,倒数3期两球组合,50,最后1名,1,26020,10 12,否,,0%
1447,26019,倒数4期两球组合,50,第1名,8,26020,10 12,否,,0%
1448,26019,倒数4期两球组合,50,最后1名,4,26020,10 12,否,,0%
1449,26019,倒数5期两球组合,50,第1名,3,26020,10 12,否,,0%
1450,26019,倒数5期两球组合,50,最后1名,5,26020,10 12,否,,0%
1451,26019,最新一期两球组合,30,第1名,7,26020,10 12,否,,0%
1452,26019,最新一期两球组合,30,最后1名,6,26020,10 12,否,,0%
1453,26019,倒数2期两球组合,30,第1名,4,26020,10 12,否,,0%
1454,26019,倒数2期两球组合,30,最后1名,9,26020,10 12,否,,0%
1455,26019,倒数3期两球组合,30,第1名,1,26020,10 12,否,,0%
1456,26019,倒数3期两球组合,30,最后1名,11,26020,10 12,否,,0%
1457,26019,倒数4期两球组合,30,第1名,1,26020,10 12,否,,0%
1458,26019,倒数4期两球组合,30,最后1名,3 7 12,26020,10 12,是,12,33.3%
1459,26019,倒数5期两球组合,30,第1名,3,26020,10 12,否,,0%
1460,26019,倒数5期两球组合,30,最后1名,5,26020,10 12,否,,0%
1461,26019,最新一期两球组合,20,第1名,2,26020,10 12,否,,0%
1462,26019,最新一期两球组合,20,最后1名,6,26020,10 12,否,,0%
1463,26019,倒数2期两球组合,20,第1名,12,26020,10 12,是,12,100.0%
1464,26019,倒数2期两球组合,20,最后1名,9,26020,10 12,否,,0%
1465,26019,倒数3期两球组合,20,第1名,7,26020,10 12,否,,0%
1466,26019,倒数3期两球组合,20,最后1名,9,26020,10 12,否,,0%
1467,26019,倒数4期两球组合,20,第1名,1,26020,10 12,否,,0%
1468,26019,倒数4期两球组合,20,最后1名,2 12,26020,10 12,是,12,50.0%
1469,26019,倒数5期两球组合,20,第1名,10,26020,10 12,是,10,100.0%
1470,26019,倒数5期两球组合,20,最后1名,5 6,26020,10 12,否,,0%
1471,26019,最新一期两球组合,10,第1名,2,26020,10 12,否,,0%
1472,26019,最新一期两球组合,10,最后1名,6 11,26020,10 12,否,,0%
1473,26019,倒数2期两球组合,10,第1名,12,26020,10 12,是,12,100.0%
1474,26019,倒数2期两球组合,10,最后1名,2 4 5 6 8,26020,10 12,否,,0%
1475,26019,倒数3期两球组合,10,第1名,11,26020,10 12,否,,0%
1476,26019,倒数3期两球组合,10,最后1名,2 6 8 9,26020,10 12,否,,0%
1477,26019,倒数4期两球组合,10,第1名,1,26020,10 12,否,,0%
1478,26019,倒数4期两球组合,10,最后1名,7 8 9,26020,10 12,否,,0%
1479,26019,倒数5期两球组合,10,第1名,11,26020,10 12,否,,0%
1480,26019,倒数5期两球组合,10,最后1名,5 7,26020,10 12,否,,0%
1481,26018,最新一期两球组合,50,第1名,11,26019,12 4,否,,0%
1482,26018,最新一期两球组合,50,最后1名,1 3,26019,12 4,否,,0%
1483,26018,倒数2期两球组合,50,第1名,8 11,26019,12 4,否,,0%
1484,26018,倒数2期两球组合,50,最后1名,9,26019,12 4,否,,0%
1485,26018,倒数3期两球组合,50,第1名,2,26019,12 4,否,,0%
1486,26018,倒数3期两球组合,50,最后1名,4,26019,12 4,是,4,100.0%
1487,26018,倒数4期两球组合,50,第1名,9,26019,12 4,否,,0%
1488,26018,倒数4期两球组合,50,最后1名,2 11,26019,12 4,否,,0%
1489,26018,倒数5期两球组合,50,第1名,4,26019,12 4,是,4,100.0%
1490,26018,倒数5期两球组合,50,最后1名,8,26019,12 4,否,,0%
1491,26018,最新一期两球组合,30,第1名,11,26019,12 4,否,,0%
1492,26018,最新一期两球组合,30,最后1名,2 7,26019,12 4,否,,0%
1493,26018,倒数2期两球组合,30,第1名,6,26019,12 4,否,,0%
1494,26018,倒数2期两球组合,30,最后1名,9,26019,12 4,否,,0%
1495,26018,倒数3期两球组合,30,第1名,2,26019,12 4,否,,0%
1496,26018,倒数3期两球组合,30,最后1名,11,26019,12 4,否,,0%
1497,26018,倒数4期两球组合,30,第1名,9,26019,12 4,否,,0%
1498,26018,倒数4期两球组合,30,最后1名,6,26019,12 4,否,,0%
1499,26018,倒数5期两球组合,30,第1名,5,26019,12 4,否,,0%
1500,26018,倒数5期两球组合,30,最后1名,1 7,26019,12 4,否,,0%
1501,26018,最新一期两球组合,20,第1名,9,26019,12 4,否,,0%
1502,26018,最新一期两球组合,20,最后1名,2 7,26019,12 4,否,,0%
1503,26018,倒数2期两球组合,20,第1名,4 6,26019,12 4,是,4,50.0%
1504,26018,倒数2期两球组合,20,最后1名,9,26019,12 4,否,,0%
1505,26018,倒数3期两球组合,20,第1名,2,26019,12 4,否,,0%
1506,26018,倒数3期两球组合,20,最后1名,3,26019,12 4,否,,0%
1507,26018,倒数4期两球组合,20,第1名,9,26019,12 4,否,,0%
1508,26018,倒数4期两球组合,20,最后1名,2 5 8,26019,12 4,否,,0%
1509,26018,倒数5期两球组合,20,第1名,5,26019,12 4,否,,0%
1510,26018,倒数5期两球组合,20,最后1名,1,26019,12 4,否,,0%
1511,26018,最新一期两球组合,10,第1名,10,26019,12 4,否,,0%
1512,26018,最新一期两球组合,10,最后1名,6,26019,12 4,否,,0%
1513,26018,倒数2期两球组合,10,第1名,12,26019,12 4,是,12,100.0%
1514,26018,倒数2期两球组合,10,最后1名,9,26019,12 4,否,,0%
1515,26018,倒数3期两球组合,10,第1名,2,26019,12 4,否,,0%
1516,26018,倒数3期两球组合,10,最后1名,8,26019,12 4,否,,0%
1517,26018,倒数4期两球组合,10,第1名,9,26019,12 4,否,,0%
1518,26018,倒数4期两球组合,10,最后1名,1 2 3 5 10 11,26019,12 4,否,,0%
1519,26018,倒数5期两球组合,10,第1名,7,26019,12 4,否,,0%
1520,26018,倒数5期两球组合,10,最后1名,3,26019,12 4,否,,0%
1521,26017,最新一期两球组合,50,第1名,8,26018,12 1,否,,0%
1522,26017,最新一期两球组合,50,最后1名,1 6 9 11,26018,12 1,是,1,25.0%
1523,26017,倒数2期两球组合,50,第1名,3,26018,12 1,否,,0%
1524,26017,倒数2期两球组合,50,最后1名,4 6,26018,12 1,否,,0%
1525,26017,倒数3期两球组合,50,第1名,3,26018,12 1,否,,0%
1526,26017,倒数3期两球组合,50,最后1名,6,26018,12 1,否,,0%
1527,26017,倒数4期两球组合,50,第1名,8,26018,12 1,否,,0%
1528,26017,倒数4期两球组合,50,最后1名,5,26018,12 1,否,,0%
1529,26017,倒数5期两球组合,50,第1名,11,26018,12 1,否,,0%
1530,26017,倒数5期两球组合,50,最后1名,2,26018,12 1,否,,0%
1531,26017,最新一期两球组合,30,第1名,9,26018,12 1,否,,0%
1532,26017,最新一期两球组合,30,最后1名,1 3 4 12,26018,12 1,是,1 12,50.0%
1533,26017,倒数2期两球组合,30,第1名,7,26018,12 1,否,,0%
1534,26017,倒数2期两球组合,30,最后1名,4 12,26018,12 1,是,12,50.0%
1535,26017,倒数3期两球组合,30,第1名,5,26018,12 1,否,,0%
1536,26017,倒数3期两球组合,30,最后1名,4 7,26018,12 1,否,,0%
1537,26017,倒数4期两球组合,30,第1名,8,26018,12 1,否,,0%
1538,26017,倒数4期两球组合,30,最后1名,5,26018,12 1,否,,0%
1539,26017,倒数5期两球组合,30,第1名,11,26018,12 1,否,,0%
1540,26017,倒数5期两球组合,30,最后1名,8,26018,12 1,否,,0%
1541,26017,最新一期两球组合,20,第1名,9,26018,12 1,否,,0%
1542,26017,最新一期两球组合,20,最后1名,3 4 12,26018,12 1,是,12,33.3%
1543,26017,倒数2期两球组合,20,第1名,3,26018,12 1,否,,0%
1544,26017,倒数2期两球组合,20,最后1名,4,26018,12 1,否,,0%
1545,26017,倒数3期两球组合,20,第1名,3,26018,12 1,否,,0%
1546,26017,倒数3期两球组合,20,最后1名,1 5 7 10,26018,12 1,是,1,25.0%
1547,26017,倒数4期两球组合,20,第1名,1,26018,12 1,是,1,100.0%
