序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期前区开奖号,是否正确,正确的球,正确率
1400,26021,倒数5期两球组合,10,最后1名,20,26022,9 10 5 26 18,否,,0%
1401,26020,最新一期两球组合,50,第1名,1,26021,5 17 8 12 14,否,,0%
1402,26020,最新一期两球组合,50,最后1名,15,26021,5 17 8 12 14,否,,0%
1403,26020,倒数2期两球组合,50,第1名,32,26021,5 17 8 12 14,否,,0%
1404,26020,倒数2期两球组合,50,最后1名,3 5,26021,5 17 8 12 14,是,5,50.0%
1405,26020,倒数3期两球组合,50,第1名,21,26021,5 17 8 12 14,否,,0%
1406,26020,倒数3期两球组合,50,最后1名,28,26021,5 17 8 12 14,否,,0%
1407,26020,倒数4期两球组合,50,第1名,14,26021,5 17 8 12 14,是,14,100.0%
1408,26020,倒数4期两球组合,50,最后1名,16,26021,5 17 8 12 14,否,,0%
1409,26020,倒数5期两球组合,50,第1名,17,26021,5 17 8 12 14,是,17,100.0%
1410,26020,倒数5期两球组合,50,最后1名,5,26021,5 17 8 12 14,是,5,100.0%
1411,26020,最新一期两球组合,30,第1名,33,26021,5 17 8 12 14,否,,0%
1412,26020,最新一期两球组合,30,最后1名,5 32 13 15,26021,5 17 8 12 14,是,5,25.0%
1413,26020,倒数2期两球组合,30,第1名,32,26021,5 17 8 12 14,否,,0%
1414,26020,倒数2期两球组合,30,最后1名,27 3 30 18,26021,5 17 8 12 14,否,,0%
1415,26020,倒数3期两球组合,30,第1名,1,26021,5 17 8 12 14,否,,0%
1416,26020,倒数3期两球组合,30,最后1名,3 17,26021,5 17 8 12 14,是,17,50.0%
1417,26020,倒数4期两球组合,30,第1名,29,26021,5 17 8 12 14,否,,0%
1418,26020,倒数4期两球组合,30,最后1名,7 2,26021,5 17 8 12 14,否,,0%
1419,26020,倒数5期两球组合,30,第1名,21,26021,5 17 8 12 14,否,,0%
1420,26020,倒数5期两球组合,30,最后1名,14,26021,5 17 8 12 14,是,14,100.0%
1421,26020,最新一期两球组合,20,第1名,28,26021,5 17 8 12 14,否,,0%
1422,26020,最新一期两球组合,20,最后1名,35,26021,5 17 8 12 14,否,,0%
1423,26020,倒数2期两球组合,20,第1名,23,26021,5 17 8 12 14,否,,0%
1424,26020,倒数2期两球组合,20,最后1名,19 8,26021,5 17 8 12 14,是,8,50.0%
1425,26020,倒数3期两球组合,20,第1名,1,26021,5 17 8 12 14,否,,0%
1426,26020,倒数3期两球组合,20,最后1名,22 13 32 6,26021,5 17 8 12 14,否,,0%
1427,26020,倒数4期两球组合,20,第1名,30,26021,5 17 8 12 14,否,,0%
1428,26020,倒数4期两球组合,20,最后1名,19 33,26021,5 17 8 12 14,否,,0%
1429,26020,倒数5期两球组合,20,第1名,10,26021,5 17 8 12 14,否,,0%
1430,26020,倒数5期两球组合,20,最后1名,14,26021,5 17 8 12 14,是,14,100.0%
1431,26020,最新一期两球组合,10,第1名,9,26021,5 17 8 12 14,否,,0%
1432,26020,最新一期两球组合,10,最后1名,15,26021,5 17 8 12 14,否,,0%
1433,26020,倒数2期两球组合,10,第1名,23,26021,5 17 8 12 14,否,,0%
1434,26020,倒数2期两球组合,10,最后1名,32 28 3 24 18 13,26021,5 17 8 12 14,否,,0%
1435,26020,倒数3期两球组合,10,第1名,29,26021,5 17 8 12 14,否,,0%
1436,26020,倒数3期两球组合,10,最后1名,25 32 11 19,26021,5 17 8 12 14,否,,0%
1437,26020,倒数4期两球组合,10,第1名,23,26021,5 17 8 12 14,否,,0%
1438,26020,倒数4期两球组合,10,最后1名,19,26021,5 17 8 12 14,否,,0%
1439,26020,倒数5期两球组合,10,第1名,10,26021,5 17 8 12 14,否,,0%
1440,26020,倒数5期两球组合,10,最后1名,3 7 12 27 13 14,26021,5 17 8 12 14,是,12 14,33.3%
1441,26019,最新一期两球组合,50,第1名,29,26020,29 21 1 10 23,是,29,100.0%
1442,26019,最新一期两球组合,50,最后1名,19 34,26020,29 21 1 10 23,否,,0%
1443,26019,倒数2期两球组合,50,第1名,12,26020,29 21 1 10 23,否,,0%
1444,26019,倒数2期两球组合,50,最后1名,35 24,26020,29 21 1 10 23,否,,0%
1445,26019,倒数3期两球组合,50,第1名,12,26020,29 21 1 10 23,否,,0%
1446,26019,倒数3期两球组合,50,最后1名,25,26020,29 21 1 10 23,否,,0%
1447,26019,倒数4期两球组合,50,第1名,27,26020,29 21 1 10 23,否,,0%
1448,26019,倒数4期两球组合,50,最后1名,2 32,26020,29 21 1 10 23,否,,0%
1449,26019,倒数5期两球组合,50,第1名,13,26020,29 21 1 10 23,否,,0%
1450,26019,倒数5期两球组合,50,最后1名,7,26020,29 21 1 10 23,否,,0%
1451,26019,最新一期两球组合,30,第1名,29,26020,29 21 1 10 23,是,29,100.0%
1452,26019,最新一期两球组合,30,最后1名,1,26020,29 21 1 10 23,是,1,100.0%
1453,26019,倒数2期两球组合,30,第1名,31,26020,29 21 1 10 23,否,,0%
1454,26019,倒数2期两球组合,30,最后1名,35 22 23 17,26020,29 21 1 10 23,是,23,25.0%
1455,26019,倒数3期两球组合,30,第1名,6,26020,29 21 1 10 23,否,,0%
1456,26019,倒数3期两球组合,30,最后1名,25,26020,29 21 1 10 23,否,,0%
1457,26019,倒数4期两球组合,30,第1名,14,26020,29 21 1 10 23,否,,0%
1458,26019,倒数4期两球组合,30,最后1名,2 8,26020,29 21 1 10 23,否,,0%
1459,26019,倒数5期两球组合,30,第1名,12,26020,29 21 1 10 23,否,,0%
1460,26019,倒数5期两球组合,30,最后1名,35,26020,29 21 1 10 23,否,,0%
1461,26019,最新一期两球组合,20,第1名,30,26020,29 21 1 10 23,否,,0%
1462,26019,最新一期两球组合,20,最后1名,7,26020,29 21 1 10 23,否,,0%
1463,26019,倒数2期两球组合,20,第1名,31,26020,29 21 1 10 23,否,,0%
1464,26019,倒数2期两球组合,20,最后1名,35 22,26020,29 21 1 10 23,否,,0%
1465,26019,倒数3期两球组合,20,第1名,12,26020,29 21 1 10 23,否,,0%
1466,26019,倒数3期两球组合,20,最后1名,25,26020,29 21 1 10 23,否,,0%
1467,26019,倒数4期两球组合,20,第1名,14,26020,29 21 1 10 23,否,,0%
1468,26019,倒数4期两球组合,20,最后1名,2 23 8,26020,29 21 1 10 23,是,23,33.3%
1469,26019,倒数5期两球组合,20,第1名,13,26020,29 21 1 10 23,否,,0%
1470,26019,倒数5期两球组合,20,最后1名,10,26020,29 21 1 10 23,是,10,100.0%
1471,26019,最新一期两球组合,10,第1名,25,26020,29 21 1 10 23,否,,0%
1472,26019,最新一期两球组合,10,最后1名,7 1,26020,29 21 1 10 23,是,1,50.0%
1473,26019,倒数2期两球组合,10,第1名,16,26020,29 21 1 10 23,否,,0%
1474,26019,倒数2期两球组合,10,最后1名,2 27,26020,29 21 1 10 23,否,,0%
1475,26019,倒数3期两球组合,10,第1名,31,26020,29 21 1 10 23,否,,0%
1476,26019,倒数3期两球组合,10,最后1名,10 34 4 26 2 25,26020,29 21 1 10 23,是,10,16.7%
1477,26019,倒数4期两球组合,10,第1名,14,26020,29 21 1 10 23,否,,0%
1478,26019,倒数4期两球组合,10,最后1名,2 25,26020,29 21 1 10 23,否,,0%
1479,26019,倒数5期两球组合,10,第1名,13,26020,29 21 1 10 23,否,,0%
1480,26019,倒数5期两球组合,10,最后1名,24 15,26020,29 21 1 10 23,否,,0%
1481,26018,最新一期两球组合,50,第1名,17,26019,12 13 14 31 16,否,,0%
1482,26018,最新一期两球组合,50,最后1名,16,26019,12 13 14 31 16,是,16,100.0%
1483,26018,倒数2期两球组合,50,第1名,11,26019,12 13 14 31 16,否,,0%
1484,26018,倒数2期两球组合,50,最后1名,26 21,26019,12 13 14 31 16,否,,0%
1485,26018,倒数3期两球组合,50,第1名,34,26019,12 13 14 31 16,否,,0%
1486,26018,倒数3期两球组合,50,最后1名,9,26019,12 13 14 31 16,否,,0%
1487,26018,倒数4期两球组合,50,第1名,9,26019,12 13 14 31 16,否,,0%
1488,26018,倒数4期两球组合,50,最后1名,33 28 3,26019,12 13 14 31 16,否,,0%
1489,26018,倒数5期两球组合,50,第1名,10,26019,12 13 14 31 16,否,,0%
1490,26018,倒数5期两球组合,50,最后1名,25,26019,12 13 14 31 16,否,,0%
1491,26018,最新一期两球组合,30,第1名,34,26019,12 13 14 31 16,否,,0%
1492,26018,最新一期两球组合,30,最后1名,16,26019,12 13 14 31 16,是,16,100.0%
1493,26018,倒数2期两球组合,30,第1名,22,26019,12 13 14 31 16,否,,0%
1494,26018,倒数2期两球组合,30,最后1名,26 27 18,26019,12 13 14 31 16,否,,0%
1495,26018,倒数3期两球组合,30,第1名,11,26019,12 13 14 31 16,否,,0%
1496,26018,倒数3期两球组合,30,最后1名,9,26019,12 13 14 31 16,否,,0%
1497,26018,倒数4期两球组合,30,第1名,1,26019,12 13 14 31 16,否,,0%
1498,26018,倒数4期两球组合,30,最后1名,29 6 24 16,26019,12 13 14 31 16,是,16,25.0%
1499,26018,倒数5期两球组合,30,第1名,35,26019,12 13 14 31 16,否,,0%
1500,26018,倒数5期两球组合,30,最后1名,3 29 14 23 5 31,26019,12 13 14 31 16,是,14 31,33.3%
1501,26018,最新一期两球组合,20,第1名,34,26019,12 13 14 31 16,否,,0%
1502,26018,最新一期两球组合,20,最后1名,16 13,26019,12 13 14 31 16,是,16 13,100.0%
1503,26018,倒数2期两球组合,20,第1名,3,26019,12 13 14 31 16,否,,0%
1504,26018,倒数2期两球组合,20,最后1名,6 23,26019,12 13 14 31 16,否,,0%
1505,26018,倒数3期两球组合,20,第1名,11,26019,12 13 14 31 16,否,,0%
1506,26018,倒数3期两球组合,20,最后1名,9,26019,12 13 14 31 16,否,,0%
1507,26018,倒数4期两球组合,20,第1名,9,26019,12 13 14 31 16,否,,0%
1508,26018,倒数4期两球组合,20,最后1名,3,26019,12 13 14 31 16,否,,0%
1509,26018,倒数5期两球组合,20,第1名,35,26019,12 13 14 31 16,否,,0%
1510,26018,倒数5期两球组合,20,最后1名,14 17 31,26019,12 13 14 31 16,是,14 31,66.7%
1511,26018,最新一期两球组合,10,第1名,34,26019,12 13 14 31 16,否,,0%
1512,26018,最新一期两球组合,10,最后1名,30,26019,12 13 14 31 16,否,,0%
1513,26018,倒数2期两球组合,10,第1名,35,26019,12 13 14 31 16,否,,0%
1514,26018,倒数2期两球组合,10,最后1名,24,26019,12 13 14 31 16,否,,0%
1515,26018,倒数3期两球组合,10,第1名,19,26019,12 13 14 31 16,否,,0%
1516,26018,倒数3期两球组合,10,最后1名,28 9,26019,12 13 14 31 16,否,,0%
1517,26018,倒数4期两球组合,10,第1名,11,26019,12 13 14 31 16,否,,0%
1518,26018,倒数4期两球组合,10,最后1名,33 3 14 32,26019,12 13 14 31 16,是,14,25.0%
1519,26018,倒数5期两球组合,10,第1名,19,26019,12 13 14 31 16,否,,0%
1520,26018,倒数5期两球组合,10,最后1名,3 29,26019,12 13 14 31 16,否,,0%
1521,26017,最新一期两球组合,50,第1名,30,26018,11 30 9 35 19,是,30,100.0%
1522,26017,最新一期两球组合,50,最后1名,13,26018,11 30 9 35 19,否,,0%
1523,26017,倒数2期两球组合,50,第1名,23,26018,11 30 9 35 19,否,,0%
1524,26017,倒数2期两球组合,50,最后1名,29,26018,11 30 9 35 19,否,,0%
1525,26017,倒数3期两球组合,50,第1名,35,26018,11 30 9 35 19,是,35,100.0%
1526,26017,倒数3期两球组合,50,最后1名,26,26018,11 30 9 35 19,否,,0%
1527,26017,倒数4期两球组合,50,第1名,22,26018,11 30 9 35 19,否,,0%
1528,26017,倒数4期两球组合,50,最后1名,26 20 8 29 13 27,26018,11 30 9 35 19,否,,0%
1529,26017,倒数5期两球组合,50,第1名,5,26018,11 30 9 35 19,否,,0%
1530,26017,倒数5期两球组合,50,最后1名,30,26018,11 30 9 35 19,是,30,100.0%
1531,26017,最新一期两球组合,30,第1名,6,26018,11 30 9 35 19,否,,0%
1532,26017,最新一期两球组合,30,最后1名,13,26018,11 30 9 35 19,否,,0%
1533,26017,倒数2期两球组合,30,第1名,4,26018,11 30 9 35 19,否,,0%
1534,26017,倒数2期两球组合,30,最后1名,29 9,26018,11 30 9 35 19,是,9,50.0%
1535,26017,倒数3期两球组合,30,第1名,31,26018,11 30 9 35 19,否,,0%
1536,26017,倒数3期两球组合,30,最后1名,26,26018,11 30 9 35 19,否,,0%
1537,26017,倒数4期两球组合,30,第1名,4,26018,11 30 9 35 19,否,,0%
1538,26017,倒数4期两球组合,30,最后1名,30 9 23,26018,11 30 9 35 19,是,30 9,66.7%
1539,26017,倒数5期两球组合,30,第1名,8,26018,11 30 9 35 19,否,,0%
1540,26017,倒数5期两球组合,30,最后1名,2 25 21 3,26018,11 30 9 35 19,否,,0%
1541,26017,最新一期两球组合,20,第1名,11,26018,11 30 9 35 19,是,11,100.0%
1542,26017,最新一期两球组合,20,最后1名,13,26018,11 30 9 35 19,否,,0%
1543,26017,倒数2期两球组合,20,第1名,20,26018,11 30 9 35 19,否,,0%
1544,26017,倒数2期两球组合,20,最后1名,29 14 32,26018,11 30 9 35 19,否,,0%
1545,26017,倒数3期两球组合,20,第1名,31,26018,11 30 9 35 19,否,,0%
1546,26017,倒数3期两球组合,20,最后1名,26,26018,11 30 9 35 19,否,,0%
1547,26017,倒数4期两球组合,20,第1名,5,26018,11 30 9 35 19,否,,0%
1548,26017,倒数4期两球组合,20,最后1名,30,26018,11 30 9 35 19,是,30,100.0%
1549,26017,倒数5期两球组合,20,第1名,23,26018,11 30 9 35 19,否,,0%
1550,26017,倒数5期两球组合,20,最后1名,2,26018,11 30 9 35 19,否,,0%
1551,26017,最新一期两球组合,10,第1名,11,26018,11 30 9 35 19,是,11,100.0%
1552,26017,最新一期两球组合,10,最后1名,13,26018,11 30 9 35 19,否,,0%
1553,26017,倒数2期两球组合,10,第1名,10,26018,11 30 9 35 19,否,,0%
1554,26017,倒数2期两球组合,10,最后1名,26 13,26018,11 30 9 35 19,否,,0%
1555,26017,倒数3期两球组合,10,第1名,10,26018,11 30 9 35 19,否,,0%
1556,26017,倒数3期两球组合,10,最后1名,26,26018,11 30 9 35 19,否,,0%
1557,26017,倒数4期两球组合,10,第1名,4,26018,11 30 9 35 19,否,,0%
1558,26017,倒数4期两球组合,10,最后1名,11 34,26018,11 30 9 35 19,是,11,50.0%
1559,26017,倒数5期两球组合,10,第1名,4,26018,11 30 9 35 19,否,,0%
1560,26017,倒数5期两球组合,10,最后1名,2 25,26018,11 30 9 35 19,否,,0%
1561,26016,最新一期两球组合,50,第1名,6,26017,5 31 10 4 23,否,,0%
1562,26016,最新一期两球组合,50,最后1名,22,26017,5 31 10 4 23,否,,0%
1563,26016,倒数2期两球组合,50,第1名,9,26017,5 31 10 4 23,否,,0%
1564,26016,倒数2期两球组合,50,最后1名,7 27,26017,5 31 10 4 23,否,,0%
1565,26016,倒数3期两球组合,50,第1名,16,26017,5 31 10 4 23,否,,0%
1566,26016,倒数3期两球组合,50,最后1名,1,26017,5 31 10 4 23,否,,0%
1567,26016,倒数4期两球组合,50,第1名,18,26017,5 31 10 4 23,否,,0%
1568,26016,倒数4期两球组合,50,最后1名,2 23 32 27,26017,5 31 10 4 23,是,23,25.0%
1569,26016,倒数5期两球组合,50,第1名,12,26017,5 31 10 4 23,否,,0%
1570,26016,倒数5期两球组合,50,最后1名,14,26017,5 31 10 4 23,否,,0%
1571,26016,最新一期两球组合,30,第1名,6,26017,5 31 10 4 23,否,,0%
1572,26016,最新一期两球组合,30,最后1名,8,26017,5 31 10 4 23,否,,0%
1573,26016,倒数2期两球组合,30,第1名,32,26017,5 31 10 4 23,否,,0%
1574,26016,倒数2期两球组合,30,最后1名,29,26017,5 31 10 4 23,否,,0%
1575,26016,倒数3期两球组合,30,第1名,4,26017,5 31 10 4 23,是,4,100.0%
1576,26016,倒数3期两球组合,30,最后1名,10,26017,5 31 10 4 23,是,10,100.0%
1577,26016,倒数4期两球组合,30,第1名,24,26017,5 31 10 4 23,否,,0%
1578,26016,倒数4期两球组合,30,最后1名,21,26017,5 31 10 4 23,否,,0%
1579,26016,倒数5期两球组合,30,第1名,19,26017,5 31 10 4 23,否,,0%
1580,26016,倒数5期两球组合,30,最后1名,3 1 8,26017,5 31 10 4 23,否,,0%
1581,26016,最新一期两球组合,20,第1名,14,26017,5 31 10 4 23,否,,0%
1582,26016,最新一期两球组合,20,最后1名,8,26017,5 31 10 4 23,否,,0%
1583,26016,倒数2期两球组合,20,第1名,9,26017,5 31 10 4 23,否,,0%
1584,26016,倒数2期两球组合,20,最后1名,29 35 16 25,26017,5 31 10 4 23,否,,0%
1585,26016,倒数3期两球组合,20,第1名,4,26017,5 31 10 4 23,是,4,100.0%
1586,26016,倒数3期两球组合,20,最后1名,10,26017,5 31 10 4 23,是,10,100.0%
1587,26016,倒数4期两球组合,20,第1名,24,26017,5 31 10 4 23,否,,0%
1588,26016,倒数4期两球组合,20,最后1名,21,26017,5 31 10 4 23,否,,0%
1589,26016,倒数5期两球组合,20,第1名,12,26017,5 31 10 4 23,否,,0%
1590,26016,倒数5期两球组合,20,最后1名,3 1,26017,5 31 10 4 23,否,,0%
1591,26016,最新一期两球组合,10,第1名,27,26017,5 31 10 4 23,否,,0%
1592,26016,最新一期两球组合,10,最后1名,20 29 11,26017,5 31 10 4 23,否,,0%
1593,26016,倒数2期两球组合,10,第1名,9,26017,5 31 10 4 23,否,,0%
1594,26016,倒数2期两球组合,10,最后1名,16 5,26017,5 31 10 4 23,是,5,50.0%
1595,26016,倒数3期两球组合,10,第1名,19,26017,5 31 10 4 23,否,,0%
1596,26016,倒数3期两球组合,10,最后1名,10,26017,5 31 10 4 23,是,10,100.0%
1597,26016,倒数4期两球组合,10,第1名,24,26017,5 31 10 4 23,否,,0%
1598,26016,倒数4期两球组合,10,最后1名,3,26017,5 31 10 4 23,否,,0%
1599,26016,倒数5期两球组合,10,第1名,12,26017,5 31 10 4 23,否,,0%
1600,26016,倒数5期两球组合,10,最后1名,8,26017,5 31 10 4 23,否,,0%
1601,26015,最新一期两球组合,50,第1名,6,26016,19 8 12 24 9,否,,0%
1602,26015,最新一期两球组合,50,最后1名,13,26016,19 8 12 24 9,否,,0%
1603,26015,倒数2期两球组合,50,第1名,20,26016,19 8 12 24 9,否,,0%
1604,26015,倒数2期两球组合,50,最后1名,7 13 26,26016,19 8 12 24 9,否,,0%
1605,26015,倒数3期两球组合,50,第1名,24,26016,19 8 12 24 9,是,24,100.0%
1606,26015,倒数3期两球组合,50,最后1名,16,26016,19 8 12 24 9,否,,0%
1607,26015,倒数4期两球组合,50,第1名,17,26016,19 8 12 24 9,否,,0%
1608,26015,倒数4期两球组合,50,最后1名,29 19 22,26016,19 8 12 24 9,是,19,33.3%
1609,26015,倒数5期两球组合,50,第1名,19,26016,19 8 12 24 9,是,19,100.0%
1610,26015,倒数5期两球组合,50,最后1名,30 24,26016,19 8 12 24 9,是,24,50.0%
1611,26015,最新一期两球组合,30,第1名,6,26016,19 8 12 24 9,否,,0%
1612,26015,最新一期两球组合,30,最后1名,13,26016,19 8 12 24 9,否,,0%
1613,26015,倒数2期两球组合,30,第1名,19,26016,19 8 12 24 9,是,19,100.0%
1614,26015,倒数2期两球组合,30,最后1名,20 28,26016,19 8 12 24 9,否,,0%
1615,26015,倒数3期两球组合,30,第1名,8,26016,19 8 12 24 9,是,8,100.0%
1616,26015,倒数3期两球组合,30,最后1名,16,26016,19 8 12 24 9,否,,0%
1617,26015,倒数4期两球组合,30,第1名,17,26016,19 8 12 24 9,否,,0%
1618,26015,倒数4期两球组合,30,最后1名,8,26016,19 8 12 24 9,是,8,100.0%
1619,26015,倒数5期两球组合,30,第1名,16,26016,19 8 12 24 9,否,,0%
1620,26015,倒数5期两球组合,30,最后1名,24,26016,19 8 12 24 9,是,24,100.0%
1621,26015,最新一期两球组合,20,第1名,21,26016,19 8 12 24 9,否,,0%
1622,26015,最新一期两球组合,20,最后1名,13,26016,19 8 12 24 9,否,,0%
1623,26015,倒数2期两球组合,20,第1名,2,26016,19 8 12 24 9,否,,0%
1624,26015,倒数2期两球组合,20,最后1名,11 31,26016,19 8 12 24 9,否,,0%
1625,26015,倒数3期两球组合,20,第1名,28,26016,19 8 12 24 9,否,,0%
1626,26015,倒数3期两球组合,20,最后1名,16,26016,19 8 12 24 9,否,,0%
1627,26015,倒数4期两球组合,20,第1名,17,26016,19 8 12 24 9,否,,0%
1628,26015,倒数4期两球组合,20,最后1名,31,26016,19 8 12 24 9,否,,0%
1629,26015,倒数5期两球组合,20,第1名,1,26016,19 8 12 24 9,否,,0%
1630,26015,倒数5期两球组合,20,最后1名,30 24,26016,19 8 12 24 9,是,24,50.0%
1631,26015,最新一期两球组合,10,第1名,21,26016,19 8 12 24 9,否,,0%
1632,26015,最新一期两球组合,10,最后1名,13,26016,19 8 12 24 9,否,,0%
1633,26015,倒数2期两球组合,10,第1名,4,26016,19 8 12 24 9,否,,0%
1634,26015,倒数2期两球组合,10,最后1名,31 12,26016,19 8 12 24 9,是,12,50.0%
1635,26015,倒数3期两球组合,10,第1名,28,26016,19 8 12 24 9,否,,0%
1636,26015,倒数3期两球组合,10,最后1名,16,26016,19 8 12 24 9,否,,0%
1637,26015,倒数4期两球组合,10,第1名,17,26016,19 8 12 24 9,否,,0%
1638,26015,倒数4期两球组合,10,最后1名,19 22 27 4,26016,19 8 12 24 9,是,19,25.0%
1639,26015,倒数5期两球组合,10,第1名,14,26016,19 8 12 24 9,否,,0%
1640,26015,倒数5期两球组合,10,最后1名,24,26016,19 8 12 24 9,是,24,100.0%
1641,26014,最新一期两球组合,50,第1名,16,26015,10 4 13 17 1,否,,0%
1642,26014,最新一期两球组合,50,最后1名,24,26015,10 4 13 17 1,否,,0%
1643,26014,倒数2期两球组合,50,第1名,9,26015,10 4 13 17 1,否,,0%
1644,26014,倒数2期两球组合,50,最后1名,12 7 33 26,26015,10 4 13 17 1,否,,0%
1645,26014,倒数3期两球组合,50,第1名,23,26015,10 4 13 17 1,否,,0%
1646,26014,倒数3期两球组合,50,最后1名,20,26015,10 4 13 17 1,否,,0%
1647,26014,倒数4期两球组合,50,第1名,6,26015,10 4 13 17 1,否,,0%
1648,26014,倒数4期两球组合,50,最后1名,5,26015,10 4 13 17 1,否,,0%
1649,26014,倒数5期两球组合,50,第1名,25,26015,10 4 13 17 1,否,,0%
1650,26014,倒数5期两球组合,50,最后1名,30,26015,10 4 13 17 1,否,,0%
1651,26014,最新一期两球组合,30,第1名,16,26015,10 4 13 17 1,否,,0%
1652,26014,最新一期两球组合,30,最后1名,24,26015,10 4 13 17 1,否,,0%
1653,26014,倒数2期两球组合,30,第1名,34,26015,10 4 13 17 1,否,,0%
1654,26014,倒数2期两球组合,30,最后1名,29 30 22,26015,10 4 13 17 1,否,,0%
